;IdEstacion;Nombre Estacion;Latitud;Longitud;Altura;A̱o;Mes;Dia;TMinima;TMaxima;KelvinMin;KelvinMax
80;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;3;22;17.1;23.5;290.25;296.65
81;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;3;23;19.9;24.0;293.05;297.15
82;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;3;24;16.5;23.2;289.65;296.35
83;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;3;25;16.2;22.9;289.35;296.05
84;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;3;26;16.6;24.0;289.75;297.15
85;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;3;27;15.6;24.1;288.75;297.25
86;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;3;28;16.4;23.8;289.55;296.95
87;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;3;29;19.7;23.8;292.85;296.95
88;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;3;30;20.5;23.3;293.65;296.45
89;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;3;31;18.1;23.6;291.25;296.75
90;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;1;15.7;22.6;288.85;295.75
91;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;2;17.8;23.9;290.95;297.05
92;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;3;15.3;22.5;288.45;295.65
93;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;4;14.8;22.8;287.95;295.95
94;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;5;15.6;22.9;288.75;296.05
95;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;6;16.9;23.4;290.05;296.55
96;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;7;15.2;23.5;288.35;296.65
97;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;8;15.1;23.6;288.25;296.75
98;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;9;14.7;22.7;287.85;295.85
99;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;10;15.9;23.1;289.05;296.25
100;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;11;15.4;23.1;288.55;296.25
101;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;12;14.1;24.2;287.25;297.35
102;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;13;12.9;21.4;286.05;294.55
103;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;14;17.2;21.1;290.35;294.25
104;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;15;13.1;21.0;286.25;294.15
105;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;16;14.5;20.5;287.65;293.65
106;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;17;12.4;20.3;285.55;293.45
107;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;18;14.0;20.6;287.15;293.75
108;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;19;13.2;21.3;286.35;294.45
109;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;20;12.2;22.7;285.35;295.85
110;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;21;13.7;20.6;286.85;293.75
111;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;22;16.2;21.9;289.35;295.05
112;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;23;15.4;21.5;288.55;294.65
113;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;24;12.9;21.0;286.05;294.15
114;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;25;13.0;21.3;286.15;294.45
115;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;26;13.7;23.4;286.85;296.55
116;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;27;15.7;22.4;288.85;295.55
117;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;28;14.1;22.7;287.25;295.85
118;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;29;13.7;22.4;286.85;295.55
119;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;4;30;14.5;21.2;287.65;294.35
120;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;1;14.7;20.8;287.85;293.95
121;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;2;14.9;20.9;288.05;294.05
122;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;3;15.3;19.7;288.45;292.85
123;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;4;16.9;19.5;290.05;292.65
124;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;5;13.6;20.5;286.75;293.65
125;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;6;15.4;22.2;288.55;295.35
126;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;7;13.1;21.2;286.25;294.35
127;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;8;12.7;20.8;285.85;293.95
128;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;9;17.9;21.1;291.05;294.25
129;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;10;18.3;21.3;291.45;294.45
130;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;11;17.8;20.9;290.95;294.05
131;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;12;17.5;21.6;290.65;294.75
132;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;13;13.3;20.7;286.45;293.85
133;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;14;13.1;21.7;286.25;294.85
134;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;15;17.5;21.1;290.65;294.25
135;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;16;15.7;20.7;288.85;293.85
136;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;17;16.4;21.2;289.55;294.35
137;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;18;17.6;20.5;290.75;293.65
138;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;19;15.7;21.6;288.85;294.75
139;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;20;15.6;20.6;288.75;293.75
140;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;21;17.4;19.8;290.55;292.95
141;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;22;17.1;19.6;290.25;292.75
142;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;23;17.0;19.6;290.15;292.75
143;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;24;16.6;20.1;289.75;293.25
144;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;25;16.4;20.2;289.55;293.35
145;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;26;17.1;19.4;290.25;292.55
146;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;27;15.3;21.2;288.45;294.35
147;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;28;11.0;19.9;284.15;293.05
148;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;29;11.7;19.5;284.85;292.65
149;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;30;10.1;18.3;283.25;291.45
150;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;5;31;16.3;20.0;289.45;293.15
151;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;1;11.6;18.5;284.75;291.65
152;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;2;14.1;17.1;287.25;290.25
153;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;3;12.2;17.2;285.35;290.35
154;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;4;14.5;18.6;287.65;291.75
155;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;5;12.8;19.5;285.95;292.65
156;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;6;12.0;19.4;285.15;292.55
157;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;7;13.8;19.7;286.95;292.85
158;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;8;14.8;20.0;287.95;293.15
159;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;9;13.2;19.1;286.35;292.25
160;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;10;17.1;20.1;290.25;293.25
161;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;11;17.2;20.2;290.35;293.35
162;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;12;15.2;21.7;288.35;294.85
163;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;13;15.1;19.5;288.25;292.65
164;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;14;13.2;19.6;286.35;292.75
165;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;15;13.2;20.2;286.35;293.35
166;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;16;14.3;17.2;287.45;290.35
167;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;17;15.8;18.1;288.95;291.25
168;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;18;13.6;18.8;286.75;291.95
169;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;19;13.2;19.2;286.35;292.35
170;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;20;11.6;18.5;284.75;291.65
171;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;21;14.9;17.2;288.05;290.35
172;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;22;14.7;17.2;287.85;290.35
173;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;23;13.7;17.9;286.85;291.05
174;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;24;12.6;19.1;285.75;292.25
175;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;25;13.1;17.8;286.25;290.95
176;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;26;14.4;18.3;287.55;291.45
177;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;27;14.3;16.3;287.45;289.45
178;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;28;13.3;15.5;286.45;288.65
179;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;29;12.9;15.6;286.05;288.75
180;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;6;30;11.9;16.8;285.05;289.95
181;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;7;1;11.0;16.5;284.15;289.65
182;180005;Chacalluta. Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2013;7;2;14.1;;287.25;
183;200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;1;16.5;23.2;289.65;296.35
184;200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;2;16.7;23.3;289.85;296.45
185;200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;3;18.8;24.0;291.95;297.15
186;200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;4;17.8;22.6;290.95;295.75
187;200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;5;0.0;22.6;273.15;295.75
188;200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;6;16.6;23.0;289.75;296.15
189;200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;7;16.3;22.3;289.45;295.45
190;200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;8;16.6;23.0;289.75;296.15
191;200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;9;17.3;23.3;290.45;296.45
192;200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;10;18.2;23.3;291.35;296.45
193;200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;11;0.0;23.3;273.15;296.45
194;200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;70&deg 10' 43'' W;52;2013;1;12;18.5;24.0;291.65;297.15
